url,week_id,week_position,song,performer,song_id,instance,previous_week_position,peak_position,weeks_on_chart,week_date,year
https://www.billboard.com/charts/hot-100/2018-06-30,6/30/2018,53,Bigger > You,"2 Chainz, Drake & Quavo","Bigger > You2 Chainz, Drake & Quavo",1,NA,53,1,2018-06-30,2018
http://www.billboard.com/charts/hot-100/2014-11-15,11/15/2014,54,Only,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown","OnlyNicki Minaj Featuring Drake, Lil Wayne & Chris Brown",1,NA,54,1,2014-11-15,2014
http://www.billboard.com/charts/hot-100/2015-02-21,2/21/2015,54,Blessings,Big Sean Featuring Drake,BlessingsBig Sean Featuring Drake,1,NA,54,1,2015-02-21,2015
https://www.billboard.com/charts/hot-100/2018-09-01,9/1/2018,18,Nonstop,Drake,NonstopDrake,1,21,2,8,2018-09-01,2018
https://www.billboard.com/charts/hot-100/2018-07-14,7/14/2018,2,Nonstop,Drake,NonstopDrake,1,NA,2,1,2018-07-14,2018
http://www.billboard.com/charts/hot-100/2011-09-03,9/3/2011,3,She Will,Lil Wayne Featuring Drake,She WillLil Wayne Featuring Drake,1,NA,3,1,2011-09-03,2011
https://www.billboard.com/charts/hot-100/2020-08-01,8/1/2020,3,Popstar,DJ Khaled Featuring Drake,PopstarDJ Khaled Featuring Drake,1,NA,3,1,2020-08-01,2020
http://www.billboard.com/charts/hot-100/2010-09-04,9/4/2010,6,Right Above It,Lil Wayne Featuring Drake,Right Above ItLil Wayne Featuring Drake,1,NA,6,1,2010-09-04,2010
http://www.billboard.com/charts/hot-100/2016-02-20,2/20/2016,6,Summer Sixteen,Drake,Summer SixteenDrake,1,NA,6,1,2016-02-20,2016
https://www.billboard.com/charts/hot-100/2018-02-03,2/3/2018,7,Diplomatic Immunity,Drake,Diplomatic ImmunityDrake,1,NA,7,1,2018-02-03,2018
https://www.billboard.com/charts/hot-100/2020-05-16,5/16/2020,7,Pain 1993,Drake Featuring Playboi Carti,Pain 1993Drake Featuring Playboi Carti,1,NA,7,1,2020-05-16,2020
http://www.billboard.com/charts/hot-100/2017-04-08,4/8/2017,8,Passionfruit,Drake,PassionfruitDrake,1,NA,8,1,2017-04-08,2017
http://www.billboard.com/charts/hot-100/2011-12-03,12/3/2011,9,Take Care,Drake Featuring Rihanna,Take CareDrake Featuring Rihanna,1,NA,9,1,2011-12-03,2011
http://www.billboard.com/charts/hot-100/2017-04-08,4/8/2017,9,Portland,Drake Featuring Quavo & Travis Scott,PortlandDrake Featuring Quavo & Travis Scott,1,NA,9,1,2017-04-08,2017
https://www.billboard.com/charts/hot-100/2021-05-01,5/1/2021,12,Solid,Young Thug & Gunna Featuring Drake,SolidYoung Thug & Gunna Featuring Drake,1,NA,12,1,2021-05-01,2021
https://www.billboard.com/charts/hot-100/2021-05-29,5/29/2021,12,Seeing Green,"Nicki Minaj, Drake & Lil Wayne","Seeing GreenNicki Minaj, Drake & Lil Wayne",1,NA,12,1,2021-05-29,2021
http://www.billboard.com/charts/hot-100/2015-10-10,10/10/2015,70,Diamonds Dancing,Drake & Future,Diamonds DancingDrake & Future,1,NA,70,1,2015-10-10,2015
http://www.billboard.com/charts/hot-100/2017-04-08,4/8/2017,70,Since Way Back,Drake Featuring PARTYNEXTDOOR,Since Way BackDrake Featuring PARTYNEXTDOOR,1,NA,70,1,2017-04-08,2017
http://www.billboard.com/charts/hot-100/2010-07-03,7/3/2010,57,9 AM In Dallas,Drake,9 AM In DallasDrake,1,NA,57,1,2010-07-03,2010
http://www.billboard.com/charts/hot-100/2015-07-18,7/18/2015,57,R.I.C.O.,Meek Mill Featuring Drake,R.I.C.O.Meek Mill Featuring Drake,1,NA,57,1,2015-07-18,2015
http://www.billboard.com/charts/hot-100/2012-05-05,5/5/2012,58,Stay Schemin,Rick Ross Featuring Drake & French Montana,Stay ScheminRick Ross Featuring Drake & French Montana,1,NA,58,1,2012-05-05,2012
http://www.billboard.com/charts/hot-100/2017-04-08,4/8/2017,60,Do Not Disturb,Drake,Do Not DisturbDrake,1,NA,60,1,2017-04-08,2017
http://www.billboard.com/charts/hot-100/2017-05-27,5/27/2017,19,Passionfruit,Drake,PassionfruitDrake,1,18,8,8,2017-05-27,2017
http://www.billboard.com/charts/hot-100/2016-07-09,7/9/2016,20,Controlla,Drake,ControllaDrake,1,23,20,8,2016-07-09,2016
http://www.billboard.com/charts/hot-100/2011-10-22,10/22/2011,22,She Will,Lil Wayne Featuring Drake,She WillLil Wayne Featuring Drake,1,27,3,8,2011-10-22,2011
https://www.billboard.com/charts/hot-100/2020-05-16,5/16/2020,14,Chicago Freestyle,Drake Featuring Giveon,Chicago FreestyleDrake Featuring Giveon,1,NA,14,1,2020-05-16,2020
http://www.billboard.com/charts/hot-100/2016-04-23,4/23/2016,16,Pop Style,Drake Featuring The Throne,Pop StyleDrake Featuring The Throne,1,NA,16,1,2016-04-23,2016
https://www.billboard.com/charts/hot-100/2018-07-14,7/14/2018,17,Survival,Drake,SurvivalDrake,1,NA,17,1,2018-07-14,2018
https://www.billboard.com/charts/hot-100/2018-07-14,7/14/2018,18,Can't Take A Joke,Drake,Can't Take A JokeDrake,1,NA,18,1,2018-07-14,2018
https://www.billboard.com/charts/hot-100/2020-05-16,5/16/2020,19,D4L,"Future, Drake & Young Thug","D4LFuture, Drake & Young Thug",1,NA,19,1,2020-05-16,2020
http://www.billboard.com/charts/hot-100/2013-10-12,10/12/2013,20,All Me,Drake Featuring 2 Chainz & Big Sean,All MeDrake Featuring 2 Chainz & Big Sean,1,NA,20,1,2013-10-12,2013
http://www.billboard.com/charts/hot-100/2015-08-22,8/22/2015,21,Back To Back,Drake,Back To BackDrake,1,NA,21,1,2015-08-22,2015
http://www.billboard.com/charts/hot-100/2016-04-23,4/23/2016,21,One Dance,Drake Featuring WizKid & Kyla,One DanceDrake Featuring WizKid & Kyla,1,NA,21,1,2016-04-23,2016
https://www.billboard.com/charts/hot-100/2018-07-14,7/14/2018,21,8 Out Of 10,Drake,8 Out Of 10Drake,1,NA,21,1,2018-07-14,2018
https://www.billboard.com/charts/hot-100/2020-05-16,5/16/2020,25,Not You Too,Drake Featuring Chris Brown,Not You TooDrake Featuring Chris Brown,1,NA,25,1,2020-05-16,2020
https://www.billboard.com/charts/hot-100/2018-07-14,7/14/2018,27,Sandra's Rose,Drake,Sandra's RoseDrake,1,NA,27,1,2018-07-14,2018
https://www.billboard.com/charts/hot-100/2020-05-16,5/16/2020,27,Desires,Drake Featuring Future,DesiresDrake Featuring Future,1,NA,27,1,2020-05-16,2020
https://www.billboard.com/charts/hot-100/2018-07-14,7/14/2018,28,Summer Games,Drake,Summer GamesDrake,1,NA,28,1,2018-07-14,2018
https://www.billboard.com/charts/hot-100/2018-07-14,7/14/2018,30,Blue Tint,Drake,Blue TintDrake,1,NA,30,1,2018-07-14,2018
https://www.billboard.com/charts/hot-100/2020-05-16,5/16/2020,32,Deep Pockets,Drake,Deep PocketsDrake,1,NA,32,1,2020-05-16,2020
http://www.billboard.com/charts/hot-100/2016-05-21,5/21/2016,34,Controlla,Drake,ControllaDrake,1,NA,34,1,2016-05-21,2016
http://www.billboard.com/charts/hot-100/2015-10-10,10/10/2015,75,Big Rings,Drake & Future,Big RingsDrake & Future,1,NA,75,1,2015-10-10,2015
https://www.billboard.com/charts/hot-100/2019-09-28,9/28/2019,75,Behind Barz,Drake,Behind BarzDrake,1,NA,75,1,2019-09-28,2019
http://www.billboard.com/charts/hot-100/2012-11-10,11/10/2012,76,Poetic Justice,Kendrick Lamar Featuring Drake,Poetic JusticeKendrick Lamar Featuring Drake,1,NA,76,1,2012-11-10,2012
http://www.billboard.com/charts/hot-100/2017-04-08,4/8/2017,76,Skepta Interlude,Drake,Skepta InterludeDrake,1,NA,76,1,2017-04-08,2017
https://www.billboard.com/charts/hot-100/2018-07-14,7/14/2018,9,Don't Matter To Me,Drake Featuring Michael Jackson,Don't Matter To MeDrake Featuring Michael Jackson,1,NA,9,1,2018-07-14,2018
https://www.billboard.com/charts/hot-100/2018-07-21,7/21/2018,21,Don't Matter To Me,Drake Featuring Michael Jackson,Don't Matter To MeDrake Featuring Michael Jackson,1,9,9,2,2018-07-21,2018
https://www.billboard.com/charts/hot-100/2018-07-28,7/28/2018,33,Don't Matter To Me,Drake Featuring Michael Jackson,Don't Matter To MeDrake Featuring Michael Jackson,1,21,9,3,2018-07-28,2018
https://www.billboard.com/charts/hot-100/2018-08-04,8/4/2018,54,Don't Matter To Me,Drake Featuring Michael Jackson,Don't Matter To MeDrake Featuring Michael Jackson,1,33,9,4,2018-08-04,2018
https://www.billboard.com/charts/hot-100/2018-08-11,8/11/2018,66,Don't Matter To Me,Drake Featuring Michael Jackson,Don't Matter To MeDrake Featuring Michael Jackson,1,54,9,5,2018-08-11,2018
https://www.billboard.com/charts/hot-100/2018-02-03,2/3/2018,1,God's Plan,Drake,God's PlanDrake,1,NA,1,1,2018-02-03,2018
https://www.billboard.com/charts/hot-100/2018-04-21,4/21/2018,1,Nice For What,Drake,Nice For WhatDrake,1,NA,1,1,2018-04-21,2018
https://www.billboard.com/charts/hot-100/2020-01-25,1/25/2020,2,Life Is Good,Future Featuring Drake,Life Is GoodFuture Featuring Drake,1,NA,2,1,2020-01-25,2020
https://www.billboard.com/charts/hot-100/2020-08-29,8/29/2020,2,Laugh Now Cry Later,Drake Featuring Lil Durk,Laugh Now Cry LaterDrake Featuring Lil Durk,1,NA,2,1,2020-08-29,2020
https://www.billboard.com/charts/hot-100/2021-03-20,3/20/2021,3,Lemon Pepper Freestyle,Drake Featuring Rick Ross,Lemon Pepper FreestyleDrake Featuring Rick Ross,1,NA,3,1,2021-03-20,2021
http://www.billboard.com/charts/hot-100/2010-10-23,10/23/2010,26,Right Above It,Lil Wayne Featuring Drake,Right Above ItLil Wayne Featuring Drake,1,39,6,8,2010-10-23,2010
http://www.billboard.com/charts/hot-100/2010-03-13,3/13/2010,26,Say Something,Timbaland Featuring Drake,Say SomethingTimbaland Featuring Drake,1,32,26,8,2010-03-13,2010
http://www.billboard.com/charts/hot-100/2016-06-11,6/11/2016,28,Pop Style,Drake Featuring The Throne,Pop StyleDrake Featuring The Throne,1,23,16,8,2016-06-11,2016
http://www.billboard.com/charts/hot-100/2016-05-21,5/21/2016,61,Redemption,Drake,RedemptionDrake,1,NA,61,1,2016-05-21,2016
http://www.billboard.com/charts/hot-100/2017-04-08,4/8/2017,61,Nothings Into Somethings,Drake,Nothings Into SomethingsDrake,1,NA,61,1,2017-04-08,2017
http://www.billboard.com/charts/hot-100/2013-02-23,2/23/2013,63,Started From The Bottom,Drake,Started From The BottomDrake,1,NA,63,1,2013-02-23,2013
http://www.billboard.com/charts/hot-100/2014-08-09,8/9/2014,63,0 To 100 / The Catch Up,Drake,0 To 100 / The Catch UpDrake,1,NA,63,1,2014-08-09,2014
http://www.billboard.com/charts/hot-100/2013-10-12,10/12/2013,65,Pound Cake / Paris Morton Music 2,Drake Featuring Jay Z,Pound Cake / Paris Morton Music 2Drake Featuring Jay Z,1,NA,65,1,2013-10-12,2013
http://www.billboard.com/charts/hot-100/2015-10-03,10/3/2015,66,Right Hand,Drake,Right HandDrake,1,NA,66,1,2015-10-03,2015
https://www.billboard.com/charts/hot-100/2020-05-16,5/16/2020,34,Demons,Drake Featuring Fivio Foreign & Sosa Geek,DemonsDrake Featuring Fivio Foreign & Sosa Geek,1,NA,34,1,2020-05-16,2020
http://www.billboard.com/charts/hot-100/2010-03-27,3/27/2010,35,Over,Drake,OverDrake,1,NA,35,1,2010-03-27,2010
https://www.billboard.com/charts/hot-100/2019-06-29,6/29/2019,35,Omerta,Drake,OmertaDrake,1,NA,35,1,2019-06-29,2019
http://www.billboard.com/charts/hot-100/2014-06-14,6/14/2014,36,Believe Me,Lil Wayne Featuring Drake,Believe MeLil Wayne Featuring Drake,1,NA,36,1,2014-06-14,2014
http://www.billboard.com/charts/hot-100/2017-04-08,4/8/2017,36,Sacrifices,Drake Featuring 2 Chainz & Young Thug,SacrificesDrake Featuring 2 Chainz & Young Thug,1,NA,36,1,2017-04-08,2017
http://www.billboard.com/charts/hot-100/2017-07-15,7/15/2017,36,Signs,Drake,SignsDrake,1,NA,36,1,2017-07-15,2017
http://www.billboard.com/charts/hot-100/2016-11-12,11/12/2016,38,Sneakin',Drake Featuring 21 Savage,Sneakin'Drake Featuring 21 Savage,1,NA,38,1,2016-11-12,2016
http://www.billboard.com/charts/hot-100/2017-04-08,4/8/2017,38,Blem,Drake,BlemDrake,1,NA,38,1,2017-04-08,2017
https://www.billboard.com/charts/hot-100/2018-07-14,7/14/2018,38,Peak,Drake,PeakDrake,1,NA,38,1,2018-07-14,2018
http://www.billboard.com/charts/hot-100/2016-05-21,5/21/2016,40,Still Here,Drake,Still HereDrake,1,NA,40,1,2016-05-21,2016
http://www.billboard.com/charts/hot-100/2017-01-07,1/7/2017,41,Both,Gucci Mane Featuring Drake,BothGucci Mane Featuring Drake,1,NA,41,1,2017-01-07,2017
https://www.billboard.com/charts/hot-100/2018-07-14,7/14/2018,41,After Dark,Drake Featuring Static Major & Ty Dolla $ign,After DarkDrake Featuring Static Major & Ty Dolla $ign,1,NA,41,1,2018-07-14,2018
http://www.billboard.com/charts/hot-100/2014-02-15,2/15/2014,45,Odio,Romeo Santos Featuring Drake,OdioRomeo Santos Featuring Drake,1,NA,45,1,2014-02-15,2014
http://www.billboard.com/charts/hot-100/2016-05-21,5/21/2016,45,9,Drake,9Drake,1,NA,45,1,2016-05-21,2016
https://www.billboard.com/charts/hot-100/2020-10-17,10/17/2020,48,Outta Time,Bryson Tiller Featuring Drake,Outta TimeBryson Tiller Featuring Drake,1,NA,48,1,2020-10-17,2020
http://www.billboard.com/charts/hot-100/2016-05-21,5/21/2016,49,Childs Play,Drake,Childs PlayDrake,1,NA,49,1,2016-05-21,2016
http://www.billboard.com/charts/hot-100/2017-04-08,4/8/2017,50,4422,Drake Featuring Sampha,4422Drake Featuring Sampha,1,NA,50,1,2017-04-08,2017
https://www.billboard.com/charts/hot-100/2018-07-14,7/14/2018,51,Ratchet Happy Birthday,Drake,Ratchet Happy BirthdayDrake,1,NA,51,1,2018-07-14,2018
http://www.billboard.com/charts/hot-100/2009-05-23,5/23/2009,92,Best I Ever Had,Drake,Best I Ever HadDrake,1,NA,92,1,2009-05-23,2009
http://www.billboard.com/charts/hot-100/2009-08-22,8/22/2009,92,Digital Girl,"Jamie Foxx Featuring Drake, Kanye West + The-Dream","Digital GirlJamie Foxx Featuring Drake, Kanye West + The-Dream",1,NA,92,1,2009-08-22,2009
https://www.billboard.com/charts/hot-100/2018-07-14,7/14/2018,20,Talk Up,Drake Featuring JAY-Z,Talk UpDrake Featuring JAY-Z,1,NA,20,1,2018-07-14,2018
https://www.billboard.com/charts/hot-100/2018-07-21,7/21/2018,58,Talk Up,Drake Featuring JAY-Z,Talk UpDrake Featuring JAY-Z,1,20,20,2,2018-07-21,2018
https://www.billboard.com/charts/hot-100/2018-07-28,7/28/2018,100,Talk Up,Drake Featuring JAY-Z,Talk UpDrake Featuring JAY-Z,1,58,20,3,2018-07-28,2018
https://www.billboard.com/charts/hot-100/2018-10-27,10/27/2018,5,MIA,Bad Bunny Featuring Drake,MIABad Bunny Featuring Drake,1,NA,5,1,2018-10-27,2018
https://www.billboard.com/charts/hot-100/2018-02-24,2/24/2018,6,Look Alive,BlocBoy JB Featuring Drake,Look AliveBlocBoy JB Featuring Drake,1,NA,6,1,2018-02-24,2018
https://www.billboard.com/charts/hot-100/2018-07-14,7/14/2018,6,In My Feelings,Drake,In My FeelingsDrake,1,NA,6,1,2018-07-14,2018
https://www.billboard.com/charts/hot-100/2018-12-15,12/15/2018,6,Going Bad,Meek Mill Featuring Drake,Going BadMeek Mill Featuring Drake,1,NA,6,1,2018-12-15,2018
https://www.billboard.com/charts/hot-100/2019-06-29,6/29/2019,7,Money In The Grave,Drake Featuring Rick Ross,Money In The GraveDrake Featuring Rick Ross,1,NA,7,1,2019-06-29,2019
http://www.billboard.com/charts/hot-100/2009-10-03,10/3/2009,8,Forever,"Drake Featuring Kanye West, Lil Wayne & Eminem","ForeverDrake Featuring Kanye West, Lil Wayne & Eminem",1,NA,8,1,2009-10-03,2009
https://www.billboard.com/charts/hot-100/2018-07-14,7/14/2018,8,Emotionless,Drake,EmotionlessDrake,1,NA,8,1,2018-07-14,2018
https://www.billboard.com/charts/hot-100/2020-08-01,8/1/2020,8,Greece,DJ Khaled Featuring Drake,GreeceDJ Khaled Featuring Drake,1,NA,8,1,2020-08-01,2020
https://www.billboard.com/charts/hot-100/2019-06-22,6/22/2019,9,No Guidance,Chris Brown Featuring Drake,No GuidanceChris Brown Featuring Drake,1,NA,9,1,2019-06-22,2019
https://www.billboard.com/charts/hot-100/2020-10-17,10/17/2020,10,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,Mr. Right Now21 Savage & Metro Boomin Featuring Drake,1,NA,10,1,2020-10-17,2020
http://www.billboard.com/charts/hot-100/2011-08-27,8/27/2011,13,Headlines,Drake,HeadlinesDrake,1,NA,13,1,2011-08-27,2011
https://www.billboard.com/charts/hot-100/2018-07-14,7/14/2018,13,Mob Ties,Drake,Mob TiesDrake,1,NA,13,1,2018-07-14,2018
http://www.billboard.com/charts/hot-100/2017-04-01,4/1/2017,14,No Frauds,"Nicki Minaj, Drake & Lil Wayne","No FraudsNicki Minaj, Drake & Lil Wayne",1,NA,14,1,2017-04-01,2017
https://www.billboard.com/charts/hot-100/2018-07-14,7/14/2018,14,Elevate,Drake,ElevateDrake,1,NA,14,1,2018-07-14,2018
http://www.billboard.com/charts/hot-100/2010-06-19,6/19/2010,15,Miss Me,Drake Featuring Lil Wayne,Miss MeDrake Featuring Lil Wayne,1,NA,15,1,2010-06-19,2010
https://www.billboard.com/charts/hot-100/2018-10-20,10/20/2018,15,Never Recover,Lil Baby & Gunna Featuring Drake,Never RecoverLil Baby & Gunna Featuring Drake,1,NA,15,1,2018-10-20,2018
http://www.billboard.com/charts/hot-100/2010-10-16,10/16/2010,17,Gonorrhea,Lil Wayne Featuring Drake,GonorrheaLil Wayne Featuring Drake,1,NA,17,1,2010-10-16,2010
http://www.billboard.com/charts/hot-100/2016-06-25,6/25/2016,18,For Free,DJ Khaled Featuring Drake,For FreeDJ Khaled Featuring Drake,1,NA,18,1,2016-06-25,2016
http://www.billboard.com/charts/hot-100/2017-04-08,4/8/2017,18,Free Smoke,Drake,Free SmokeDrake,1,NA,18,1,2017-04-08,2017
https://www.billboard.com/charts/hot-100/2018-06-09,6/9/2018,19,I'm Upset,Drake,I'm UpsetDrake,1,NA,19,1,2018-06-09,2018
http://www.billboard.com/charts/hot-100/2013-08-24,8/24/2013,21,"Hold On, We're Going Home",Drake Featuring Majid Jordan,"Hold On, We're Going HomeDrake Featuring Majid Jordan",1,NA,21,1,2013-08-24,2013
http://www.billboard.com/charts/hot-100/2016-11-12,11/12/2016,24,Fake Love,Drake,Fake LoveDrake,1,NA,24,1,2016-11-12,2016
http://www.billboard.com/charts/hot-100/2017-04-08,4/8/2017,29,Gyalchester,Drake,GyalchesterDrake,1,NA,29,1,2017-04-08,2017
https://www.billboard.com/charts/hot-100/2018-07-14,7/14/2018,32,Jaded,Drake,JadedDrake,1,NA,32,1,2018-07-14,2018
http://www.billboard.com/charts/hot-100/2016-05-21,5/21/2016,33,Hype,Drake,HypeDrake,1,NA,33,1,2016-05-21,2016
http://www.billboard.com/charts/hot-100/2010-05-22,5/22/2010,34,Find Your Love,Drake,Find Your LoveDrake,1,NA,34,1,2010-05-22,2010
https://www.billboard.com/charts/hot-100/2018-07-14,7/14/2018,36,Is There More,Drake,Is There MoreDrake,1,NA,36,1,2018-07-14,2018
http://www.billboard.com/charts/hot-100/2016-05-21,5/21/2016,38,Grammys,Drake Featuring Future,GrammysDrake Featuring Future,1,NA,38,1,2016-05-21,2016
https://www.billboard.com/charts/hot-100/2019-08-10,8/10/2019,39,Gold Roses,Rick Ross Featuring Drake,Gold RosesRick Ross Featuring Drake,1,NA,39,1,2019-08-10,2019
https://www.billboard.com/charts/hot-100/2020-05-16,5/16/2020,39,Landed,Drake,LandedDrake,1,NA,39,1,2020-05-16,2020
http://www.billboard.com/charts/hot-100/2009-10-03,10/3/2009,40,I'm Going In,Drake Featuring Lil Wayne & Young Jeezy,I'm Going InDrake Featuring Lil Wayne & Young Jeezy,1,NA,40,1,2009-10-03,2009
http://www.billboard.com/charts/hot-100/2017-04-08,4/8/2017,40,No Long Talk,Drake Featuring Giggs,No Long TalkDrake Featuring Giggs,1,NA,40,1,2017-04-08,2017
https://www.billboard.com/charts/hot-100/2018-07-14,7/14/2018,42,Finesse,Drake,FinesseDrake,1,NA,42,1,2018-07-14,2018
http://www.billboard.com/charts/hot-100/2012-05-26,5/26/2012,45,No Lie,2 Chainz Featuring Drake,No Lie2 Chainz Featuring Drake,1,NA,45,1,2012-05-26,2012
http://www.billboard.com/charts/hot-100/2017-04-08,4/8/2017,45,Get It Together,Drake Featuring Jorja Smith & Black Coffee,Get It TogetherDrake Featuring Jorja Smith & Black Coffee,1,NA,45,1,2017-04-08,2017
https://www.billboard.com/charts/hot-100/2020-05-16,5/16/2020,45,From Florida With Love,Drake,From Florida With LoveDrake,1,NA,45,1,2020-05-16,2020
https://www.billboard.com/charts/hot-100/2018-10-06,10/6/2018,47,No Stylist,French Montana Featuring Drake,No StylistFrench Montana Featuring Drake,1,NA,47,1,2018-10-06,2018
http://www.billboard.com/charts/hot-100/2017-04-08,4/8/2017,48,KMT,Drake Featuring Giggs,KMTDrake Featuring Giggs,1,NA,48,1,2017-04-08,2017
https://www.billboard.com/charts/hot-100/2018-10-27,10/27/2018,48,Flip The Switch,Quavo Featuring Drake,Flip The SwitchQuavo Featuring Drake,1,NA,48,1,2018-10-27,2018
http://www.billboard.com/charts/hot-100/2015-02-28,2/28/2015,49,Energy,Drake,EnergyDrake,1,NA,49,1,2015-02-28,2015
http://www.billboard.com/charts/hot-100/2017-04-08,4/8/2017,49,Jorja Interlude,Drake,Jorja InterludeDrake,1,NA,49,1,2017-04-08,2017
http://www.billboard.com/charts/hot-100/2017-04-08,4/8/2017,51,Madiba Riddim,Drake,Madiba RiddimDrake,1,NA,51,1,2017-04-08,2017
https://www.billboard.com/charts/hot-100/2020-05-16,5/16/2020,51,Losses,Drake,LossesDrake,1,NA,51,1,2020-05-16,2020
http://www.billboard.com/charts/hot-100/2015-10-10,10/10/2015,52,Jumpman,Drake & Future,JumpmanDrake & Future,1,NA,52,1,2015-10-10,2015
http://www.billboard.com/charts/hot-100/2013-02-02,2/2/2013,53,Love Me,Lil Wayne Featuring Drake & Future,Love MeLil Wayne Featuring Drake & Future,1,NA,53,1,2013-02-02,2013
http://www.billboard.com/charts/hot-100/2016-05-21,5/21/2016,53,Feel No Ways,Drake,Feel No WaysDrake,1,NA,53,1,2016-05-21,2016
http://www.billboard.com/charts/hot-100/2017-04-08,4/8/2017,54,Glow,Drake Featuring Kanye West,GlowDrake Featuring Kanye West,1,NA,54,1,2017-04-08,2017
http://www.billboard.com/charts/hot-100/2013-05-11,5/11/2013,55,No New Friends (SFTB Remix),"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne","No New Friends (SFTB Remix)DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",1,NA,55,1,2013-05-11,2013
http://www.billboard.com/charts/hot-100/2013-10-12,10/12/2013,56,Furthest Thing,Drake,Furthest ThingDrake,1,NA,56,1,2013-10-12,2013
https://www.billboard.com/charts/hot-100/2018-07-14,7/14/2018,56,Final Fantasy,Drake,Final FantasyDrake,1,NA,56,1,2018-07-14,2018
https://www.billboard.com/charts/hot-100/2018-07-14,7/14/2018,57,March 14,Drake,March 14Drake,1,NA,57,1,2018-07-14,2018
http://www.billboard.com/charts/hot-100/2015-10-10,10/10/2015,81,Digital Dash,Drake & Future,Digital DashDrake & Future,1,NA,81,1,2015-10-10,2015
http://www.billboard.com/charts/hot-100/2016-08-13,8/13/2016,81,Back On Road,Gucci Mane & Drake,Back On RoadGucci Mane & Drake,1,NA,81,1,2016-08-13,2016
http://www.billboard.com/charts/hot-100/2015-10-17,10/17/2015,82,Change Locations,Drake & Future,Change LocationsDrake & Future,1,NA,82,1,2015-10-17,2015
http://www.billboard.com/charts/hot-100/2017-04-08,4/8/2017,82,Can't Have Everything,Drake,Can't Have EverythingDrake,1,NA,82,1,2017-04-08,2017
http://www.billboard.com/charts/hot-100/2015-03-07,3/7/2015,83,6 God,Drake,6 GodDrake,1,NA,83,1,2015-03-07,2015
http://www.billboard.com/charts/hot-100/2015-04-11,4/11/2015,30,Blessings,Big Sean Featuring Drake,BlessingsBig Sean Featuring Drake,1,33,30,8,2015-04-11,2015
http://www.billboard.com/charts/hot-100/2016-04-09,4/9/2016,33,Summer Sixteen,Drake,Summer SixteenDrake,1,31,6,8,2016-04-09,2016
http://www.billboard.com/charts/hot-100/2015-10-10,10/10/2015,34,Back To Back,Drake,Back To BackDrake,1,33,21,8,2015-10-10,2015
http://www.billboard.com/charts/hot-100/2014-09-27,9/27/2014,35,0 To 100 / The Catch Up,Drake,0 To 100 / The Catch UpDrake,1,35,35,8,2014-09-27,2014
http://www.billboard.com/charts/hot-100/2014-08-02,8/2/2014,37,Believe Me,Lil Wayne Featuring Drake,Believe MeLil Wayne Featuring Drake,1,35,26,8,2014-08-02,2014
http://www.billboard.com/charts/hot-100/2012-09-15,9/15/2012,42,Pop That,"French Montana Featuring Rick Ross, Drake, Lil Wayne","Pop ThatFrench Montana Featuring Rick Ross, Drake, Lil Wayne",1,48,42,8,2012-09-15,2012
http://www.billboard.com/charts/hot-100/2013-10-12,10/12/2013,87,Come Thru,Drake,Come ThruDrake,1,NA,87,1,2013-10-12,2013
http://www.billboard.com/charts/hot-100/2015-02-28,2/28/2015,88,10 Bands,Drake,10 BandsDrake,1,NA,88,1,2015-02-28,2015
http://www.billboard.com/charts/hot-100/2015-10-10,10/10/2015,88,30 For 30 Freestyle,Drake,30 For 30 FreestyleDrake,1,NA,88,1,2015-10-10,2015
http://www.billboard.com/charts/hot-100/2009-08-01,8/1/2009,89,Successful,Drake Featuring Trey Songz & Lil Wayne,SuccessfulDrake Featuring Trey Songz & Lil Wayne,1,NA,89,1,2009-08-01,2009
http://www.billboard.com/charts/hot-100/2011-10-29,10/29/2011,89,Still Got It,Tyga Featuring Drake,Still Got ItTyga Featuring Drake,1,NA,89,1,2011-10-29,2011
http://www.billboard.com/charts/hot-100/2012-08-18,8/18/2012,89,Diced Pineapples,Rick Ross Featuring Wale & Drake,Diced PineapplesRick Ross Featuring Wale & Drake,1,NA,89,1,2012-08-18,2012
https://www.billboard.com/charts/hot-100/2020-03-21,3/21/2020,89,Oprah's Bank Account,"Lil Yachty, Drake & DaBaby","Oprah's Bank AccountLil Yachty, Drake & DaBaby",1,NA,89,1,2020-03-21,2020
http://www.billboard.com/charts/hot-100/2010-01-23,1/23/2010,94,Say Something,Timbaland Featuring Drake,Say SomethingTimbaland Featuring Drake,1,NA,94,1,2010-01-23,2010
http://www.billboard.com/charts/hot-100/2012-07-07,7/7/2012,95,Right Here,Justin Bieber Featuring Drake,Right HereJustin Bieber Featuring Drake,1,NA,95,1,2012-07-07,2012
http://www.billboard.com/charts/hot-100/2015-03-07,3/7/2015,95,Now & Forever,Drake,Now & ForeverDrake,1,NA,95,1,2015-03-07,2015
https://www.billboard.com/charts/hot-100/2019-08-17,8/17/2019,95,Days In The East,Drake,Days In The EastDrake,1,NA,95,1,2019-08-17,2019
http://www.billboard.com/charts/hot-100/2017-04-08,4/8/2017,35,Teenage Fever,Drake,Teenage FeverDrake,1,NA,35,1,2017-04-08,2017
