platform,track_title,artists,release_date,isrc,duration_seconds,available_markets,songstats_url,spotify_url
Songstats,Drake,Alsago & Slight Shady,2026-03-13,CAHQJ2683690,243,184,https://songstats.com/track/ul9j1yr4/drake,https://open.spotify.com/track/3wHPdSFvxcwYZqHWw05vGG
